symbol,name,price,assets,avg_vol,ytd,inverse,leveraged,week1,week4,year1,year3,year5,etfdb,inception,er,commission_free,annual_dividend_rate,dividend_date,dividend,annual_dividend_yield,p_e_ratio,beta,holdings,top_10,l_bollinger,u_bollinger,support1,resistance1,rsi,day_200,cap_gains,lt_cap_gains,tax_form,liquidity,expenses,performance,volatility,score_dividend,concentration,overall
RXL,Ultra Health Care ETF,67.51,83300,9672,2.44%,No,2x,3.31%,1.82%,9.59%,93.17%,449.73%,Leveraged Equities,2007-01-30,0.95%,Not Available,$0.61,2016-09-21,$0.01,0.90%,21.33,-2.10,134,173.21%,$63.85,$67.74,n/a,n/a,53,24.99%,35%,15%,1099,B,B-,B,B+,n/a,n/a,A-
HYG,iShares iBoxx $ High Yield Corporate Bond ETF,86.76,15882305.6,13122811,8.69%,No,No,0.99%,0.23%,5.69%,7.87%,34.02%,High Yield Bonds,2007-04-04,0.50%,Fidelity,$2.39,2016-05-02,$0.38,2.77%,n/a,0.55,1041,4.35%,$85.37,$87.38,$86.65,$86.92,56,7.64%,35%,15%,1099,A,B-,B+,B,A,A,A
JNK,SPDR Barclays Capital High Yield Bond ETF,36.51,11697036,11598139,9.40%,No,No,1.02%,0.42%,4.56%,6.17%,31.43%,High Yield Bonds,2007-11-28,0.40%,TD Ameritrade,$1.30,2016-09-01,$0.19,3.56%,n/a,0.57,810,5.39%,$35.97,$36.76,n/a,n/a,57,7.97%,35%,15%,1099,A+,A-,B,B,A,A,A+
PHB,PowerShares Fundamental High Yield Corporate Bond Portfolio ETF,18.80,1041735,768554,11.73%,No,No,0.80%,0.36%,9.20%,13.65%,33.18%,High Yield Bonds,2007-11-15,0.50%,Charles Schwab,$0.85,2016-09-15,$0.07,4.53%,n/a,0.44,278,9.45%,$18.57,$18.89,n/a,n/a,59,5.36%,35%,15%,1099,A,B-,C+,B,B+,B+,B
HYD,VanEck Vectors High-Yield Municipal Index ETF,32.25,2368170,510885,7.40%,No,No,0.00%,0.14%,10.05%,28.56%,37.92%,National Munis,2009-02-04,0.35%,Not Available,$1.37,2016-09-01,$0.11,4.25%,n/a,0.21,1465,9.39%,$32.22,$32.30,$32.22,$32.29,55,2.25%,35%,15%,1099,A,C+,A,B,A,B+,A-
IPE,SPDR Barclays Capital TIPS ETF,58.03,745373.6,43778,6.22%,No,No,1.15%,0.48%,5.17%,6.55%,6.39%,Inflation-Protected Bonds,2007-05-25,0.15%,Not Available,$0.08,2015-12-29,$0.06,0.13%,n/a,0.47,38,38.77%,$57.06,$58.24,$57.94,$58.09,55,5.01%,35%,15%,1099,B+,A,C+,B,A-,B+,A-
TIP,iShares TIPS Bond ETF,116.22,18645715.2,1007671,5.96%,No,No,1.10%,0.45%,5.02%,6.07%,6.39%,Inflation-Protected Bonds,2003-12-04,0.20%,2 Platforms,$0.06,2015-10-01,$0.06,0.05%,n/a,0.41,42,53.53%,$114.39,$116.59,$116.03,$116.35,55,4.62%,35%,15%,1099,A+,A-,B-,B,A-,A-,A
IEI,iShares 3-7 Year Treasury Bond ETF,126.40,6451886,345940,3.33%,No,No,0.17%,0.26%,2.50%,8.12%,8.65%,Government Bonds,2007-01-05,0.15%,TD Ameritrade,$0.87,2016-06-01,$0.14,0.69%,n/a,-0.26,71,49.23%,$125.89,$126.54,$126.31,$126.48,51,3.07%,35%,15%,1099,A,B-,A-,A-,C+,A-,A-
ITE,SPDR Barclays Intermediate Term Treasury ETF,61.24,452960.1,54906,2.06%,No,No,0.15%,0.27%,2.02%,6.22%,6.62%,Government Bonds,2007-05-23,0.10%,Not Available,$0.44,2016-09-01,$0.06,0.71%,n/a,-0.22,204,16.51%,$61.03,$61.31,$61.19,$61.29,51,2.64%,35%,15%,1099,B-,A,A-,A,B+,A+,A+
AGZ,iShares Agency Bond ETF,115.46,623214,22268,2.26%,No,No,0.30%,0.02%,2.25%,7.71%,8.19%,Government Bonds,2008-11-05,0.20%,Fidelity,$0.75,2016-05-02,$0.12,0.65%,n/a,-0.20,120,46.89%,$114.99,$115.79,$115.29,$115.58,51,2.32%,35%,15%,1099,B,C+,A-,A-,B-,A,B+
MBB,iShares MBS ETF,110.06,9056584,462618,2.54%,No,No,0.16%,0.24%,1.96%,9.76%,10.03%,Mortgage Backed Securities,2007-03-13,0.27%,2 Platforms,$1.40,2016-06-01,$0.19,1.27%,n/a,0.14,320,39.52%,$109.70,$110.05,n/a,n/a,57,1.45%,35%,15%,1099,A+,B,B+,A-,B+,A,A
BND,Total Bond Market ETF,84.00,32123411.2,2184634,5.70%,No,No,0.42%,0.13%,5.42%,12.80%,14.62%,Total Bond Market,2007-04-03,0.08%,2 Platforms,$2.02,2016-09-01,$0.17,2.40%,n/a,0.29,17465,4.82%,$83.35,$84.40,n/a,n/a,53,3.21%,35%,15%,1099,A,A,A-,B+,B+,A+,A
AGG,iShares Core U.S. Aggregate Bond ETF,112.23,41331414.4,2797783,4.51%,No,No,0.38%,-0.10%,4.08%,11.61%,13.62%,Total Bond Market,2003-09-22,0.08%,2 Platforms,$1.49,2016-08-01,$0.21,1.33%,n/a,-0.28,5704,11.93%,$111.39,$112.87,n/a,n/a,51,3.02%,35%,15%,1099,A+,A,A-,A-,B+,A,A+
GVI,iShares Intermediate Government/Credit Bond ETF,112.83,2116503.8,103195,3.24%,No,No,0.29%,0.13%,2.54%,7.33%,9.97%,Total Bond Market,2007-01-05,0.20%,2 Platforms,$0.99,2016-06-01,$0.17,0.88%,n/a,-0.20,2456,16.87%,$112.26,$113.00,$112.69,$112.92,53,2.22%,35%,15%,1099,A-,B+,A,A-,B-,B+,A
GBF,iShares Government/Credit Bond ETF,117.03,274715,11797,5.12%,No,No,0.64%,-0.26%,4.67%,12.47%,13.89%,Total Bond Market,2007-01-05,0.20%,Not Available,$1.18,2016-06-01,$0.20,1.01%,n/a,-0.37,1633,22.38%,$115.87,$118.04,n/a,n/a,50,3.77%,35%,15%,1099,B,B+,B+,B,B,B,B+
BIV,Intermediate-Term Bond ETF,87.58,10881037.6,756192,7.22%,No,No,0.45%,0.36%,6.28%,16.08%,19.25%,Total Bond Market,2007-04-03,0.10%,3 Platforms,$2.18,2016-09-01,$0.18,2.50%,n/a,0.37,1917,22.10%,$86.87,$87.87,n/a,n/a,53,4.10%,35%,15%,1099,A,A-,A+,B-,A-,A-,A
CIU,iShares Intermediate Credit Bond ETF,111.23,7172537.6,546425,4.11%,No,No,0.24%,-0.20%,3.79%,10.00%,17.37%,Corporate Bonds,2007-01-05,0.20%,TD Ameritrade,$1.37,2016-06-01,$0.23,1.24%,n/a,-0.22,3608,2.85%,$110.61,$111.73,$111.15,$111.29,51,2.47%,35%,15%,1099,A,B,B+,A-,B,A+,A
ITR,SPDR Barclays Intermediate Term Corporate Bond ETF,34.85,1501631.9,270934,4.94%,No,No,0.35%,0.29%,4.30%,11.04%,19.62%,Corporate Bonds,2009-02-10,0.12%,Not Available,$0.53,2016-09-01,$0.08,1.54%,n/a,0.28,3361,2.49%,$34.65,$34.94,n/a,n/a,53,2.97%,35%,15%,1099,A-,B+,A,B+,B,A,A
RHS,Guggenheim S&P 500 Equal Weight Consumer Staples ETF,122.57,701727,60632,7.03%,No,No,1.27%,-2.65%,17.14%,51.47%,136.90%,Consumer Staples Equities,2006-11-01,0.40%,Charles Schwab,$2.12,2016-09-16,$0.58,1.72%,24.74,-1.12,37,29.59%,$119.09,$127.70,n/a,n/a,44,11.79%,35%,15%,1099,B,B+,A-,A,A,B,A
EEH,ELEMENTS Linked to SPECTRUM Large Cap U.S. Sector Momentum Index ETF,16.15,2031.7,158,5.56%,No,No,-1.28%,-0.49%,8.46%,43.56%,92.49%,Large Cap Blend Equities,2007-08-01,0.75%,Not Available,n/a,n/a,n/a,0.00%,n/a,1.59,n/a,n/a,$16.10,$16.91,$16.12,$16.20,50,19.65%,35%,15%,1099,C+,C,B+,C,C,n/a,C
WMW,Morningstar Wide Moat Focus Total Return Index ETF,23.91,19383.3,2863,18.19%,No,No,-0.42%,0.93%,26.51%,28.20%,124.72%,All Cap Equities,2007-10-17,0.75%,Not Available,n/a,n/a,n/a,0.00%,n/a,-1.90,20,55.24%,$23.56,$24.67,$23.84,$23.94,48,25.59%,35%,15%,1099,C+,C+,A-,C+,C,C,C+
VIG,Vanguard Dividend Appreciation ETF,83.97,22390564.8,749845,9.63%,No,No,1.50%,-0.91%,16.62%,26.72%,94.22%,Large Cap Value Equities,2006-04-21,0.10%,3 Platforms,$2.17,2016-09-13,$0.39,2.57%,24.60,-0.98,188,30.99%,$82.01,$85.95,$83.87,$84.18,49,11.01%,35%,15%,1099,A,A,B,B+,B+,B,A
PKW,PowerShares BuyBack Achievers Portfolio ETF,47.02,1377303.1,141768,4.54%,No,No,1.40%,-0.68%,7.93%,23.42%,111.62%,All Cap Equities,2006-12-20,0.68%,Charles Schwab,$0.65,2016-09-16,$0.16,1.38%,15.17,1.10,229,34.33%,$46.08,$48.07,$46.93,$47.21,51,14.99%,35%,15%,1099,A,B-,B-,B,B,B+,B+
DSI,iShares MSCI KLD 400 Social ETF,80.53,631800,28592,7.20%,No,No,1.33%,-0.60%,14.47%,31.27%,105.54%,Large Cap Blend Equities,2006-11-14,0.50%,Not Available,$1.21,2016-06-21,$0.26,1.50%,21.28,1.03,403,25.07%,$78.85,$82.05,$80.40,$80.78,52,13.15%,35%,15%,1099,A-,C+,B,B-,B,B+,B
XLG,Guggenheim S&P 500 Top 50 ETF,152.95,598796.5,12838,7.53%,No,No,0.98%,0.36%,16.51%,36.39%,108.53%,Large Cap Blend Equities,2005-05-04,0.20%,Charles Schwab,$3.09,2016-09-16,$0.81,2.01%,20.29,0.91,52,36.97%,$150.18,$154.25,$152.77,$153.14,54,11.09%,35%,15%,1099,A-,A-,A,B,A-,C+,A-
PWC,PowerShares Dynamic Market Portfolio ETF,75.09,136188,2852,3.59%,No,No,1.97%,1.65%,6.33%,27.03%,115.36%,All Cap Equities,2003-05-01,0.60%,Not Available,$0.93,2016-09-16,$0.17,1.23%,14.34,1.13,129,29.91%,$72.88,$75.55,$74.97,$75.32,56,14.25%,35%,15%,1099,C+,B,B,B,B-,B-,B
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,45.47,376942.5,42631,5.22%,No,No,1.27%,0.31%,12.28%,37.90%,116.07%,Large Cap Growth Equities,2006-04-19,0.60%,Not Available,$0.35,2016-09-21,$0.04,0.77%,22.72,1.14,106,12.21%,$44.34,$45.86,$45.40,$45.61,56,15.89%,35%,15%,1099,B+,C+,C+,B-,B-,B,B-
JKD,iShares Morningstar Large-Cap ETF,128.70,654884,12532,9.07%,No,No,0.73%,0.22%,16.67%,34.42%,123.80%,Large Cap Blend Equities,2004-06-28,0.20%,Not Available,$2.92,2016-06-21,$0.56,2.25%,19.47,0.91,78,45.80%,$126.30,$130.06,$128.44,$129.22,54,11.02%,35%,15%,1099,B+,A-,B,B+,A,C+,B+
KLD,iShares MSCI USA ESG Select ETF,90.74,429392,13968,9.70%,No,No,1.25%,-0.53%,16.73%,31.55%,96.08%,Large Cap Blend Equities,2005-01-24,0.50%,Not Available,$1.33,2016-06-21,$0.33,1.46%,20.96,1.14,119,29.56%,$88.62,$92.49,$90.49,$91.22,53,12.95%,35%,15%,1099,B+,C+,B,A-,B,B-,B
OEF,iShares S&P 100 ETF,96.37,4413339.6,631417,6.84%,No,No,1.01%,0.01%,14.84%,34.29%,109.94%,Large Cap Blend Equities,2000-10-23,0.20%,2 Platforms,$1.95,2016-06-21,$0.51,2.01%,20.01,0.90,105,28.30%,$94.76,$97.51,$96.21,$96.63,52,11.41%,35%,15%,1099,A,A-,A-,B,A-,B-,A-
MGC,Vanguard Mega Cap ETF,73.68,1053930.2,34840,7.34%,No,No,1.14%,0.05%,14.58%,34.22%,111.82%,Large Cap Blend Equities,2007-12-17,0.11%,Vanguard,$1.59,2016-09-20,$0.42,2.14%,22.00,0.98,287,20.11%,$72.31,$74.62,$73.58,$73.85,52,11.73%,35%,15%,1099,A-,A,B+,B+,A-,B,A-
FEX,First Trust Large Cap Core AlphaDEX Fund,46.68,1425760,179102,8.93%,No,No,1.56%,-0.06%,12.17%,28.01%,102.76%,Large Cap Blend Equities,2007-05-08,0.64%,Not Available,$0.64,2016-09-21,$0.15,1.36%,16.28,1.09,376,5.22%,$45.63,$47.49,$46.61,$46.81,52,13.59%,35%,15%,1099,A,C+,B-,B,B,B,B
EXT,WisdomTree Total Earnings Fund,75.05,60408,2434,6.54%,No,No,1.32%,0.82%,12.85%,27.66%,106.84%,Large Cap Value Equities,2007-02-23,0.28%,E*TRADE,$1.54,2016-06-20,$0.34,2.04%,14.77,1.01,1318,19.91%,$73.63,$76.05,$75.05,$75.05,53,12.27%,35%,15%,1099,C+,B+,A,B-,B-,A+,A-
VV,Vanguard Large-Cap ETF,99.00,7943708,209952,7.48%,No,No,1.27%,0.01%,13.75%,33.76%,111.88%,Large Cap Blend Equities,2004-01-27,0.09%,Vanguard,$1.94,2016-09-20,$0.55,1.95%,22.60,0.98,615,16.99%,$97.06,$100.31,$98.85,$99.26,53,12.08%,35%,15%,1099,A,A,B+,B,B+,A,A
VTI,Vanguard Total Stock Market ETF,111.15,64933651.2,2302186,8.06%,No,No,1.40%,0.13%,13.56%,32.58%,112.70%,All Cap Equities,2001-05-24,0.05%,2 Platforms,$2.58,2016-09-13,$0.54,2.31%,23.60,1.03,3641,14.48%,$108.79,$112.65,$110.95,$111.52,53,12.56%,35%,15%,1099,A+,A,B+,B+,A-,A+,A+
SPY,SPDR S&P 500 ETF,215.99,195561139.2,94113570,7.58%,No,No,1.23%,-0.10%,14.38%,34.41%,112.22%,Large Cap Blend Equities,1993-01-22,0.09%,Not Available,$4.42,2016-09-16,$1.08,2.04%,16.23,0.98,506,17.91%,$211.78,$218.98,$215.62,$216.62,52,12.11%,35%,15%,1099,A+,A,B+,B,A-,B+,A
EPS,WisdomTree Earnings 500 Fund,73.12,121143,2277,6.43%,No,No,1.08%,0.36%,12.85%,29.88%,104.23%,Large Cap Value Equities,2007-02-23,0.28%,E*TRADE,$1.49,2016-06-20,$0.34,2.03%,14.57,0.94,485,22.76%,$71.76,$73.91,$73.01,$73.23,54,12.53%,35%,15%,1099,C+,B+,A,C+,B-,A,B+
IYY,iShares Dow Jones U.S. ETF,108.84,951171,24114,7.72%,No,No,1.27%,0.25%,13.49%,32.61%,110.32%,All Cap Equities,2000-06-12,0.20%,Not Available,$2.04,2016-06-21,$0.45,1.86%,20.18,0.98,1249,15.47%,$106.54,$110.16,$108.67,$109.09,53,12.36%,35%,15%,1099,A-,A-,B+,A-,A-,A-,A
IVV,iShares Core S&P 500 ETF,218.35,80117440,3663385,7.15%,No,No,1.27%,-0.10%,13.92%,34.02%,111.80%,Large Cap Blend Equities,2000-05-15,0.07%,3 Platforms,$3.58,2016-06-21,$1.00,1.63%,20.07,0.98,507,17.90%,$214.07,$221.37,$217.98,$218.96,52,12.09%,35%,15%,1099,A,A,A-,B,A,A-,A
IWV,iShares Russell 3000 ETF,128.53,6255216.4,172238,7.91%,No,No,1.41%,0.16%,13.46%,32.22%,111.10%,All Cap Equities,2000-05-22,0.20%,TD Ameritrade,$2.47,2016-07-06,$0.65,1.91%,20.16,1.05,2986,14.74%,$125.79,$130.22,$128.33,$128.89,53,12.66%,35%,15%,1099,A,A-,B+,B+,A-,A,A
IWB,iShares Russell 1000 ETF,120.73,16424067.2,1019497,7.67%,No,No,1.29%,0.05%,13.62%,33.37%,112.04%,Large Cap Blend Equities,2000-05-15,0.15%,TD Ameritrade,$2.36,2016-07-06,$0.64,1.95%,20.22,1.00,1001,15.94%,$118.27,$122.41,$120.53,$121.08,53,12.38%,35%,15%,1099,A,A,B,B,B+,A,A
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,40.48,119711,14960,-2.20%,No,No,1.35%,-0.49%,3.05%,26.23%,107.23%,Large Cap Growth Equities,2007-02-08,0.60%,Not Available,$0.15,2016-09-21,$0.01,0.36%,22.18,-0.95,69,18.18%,$39.52,$41.02,n/a,n/a,51,14.77%,35%,15%,1099,B+,B-,C+,B-,C,B-,C+
PFF,iShares U.S. Preferred Stock ETF,39.83,17856270.4,3066011,3.91%,No,No,1.22%,-0.67%,5.96%,23.87%,47.48%,Preferred Stock/Convertible Bonds,2007-03-26,0.47%,Fidelity,$1.33,2016-07-06,$0.18,3.34%,16.30,-0.48,287,17.46%,$39.19,$40.33,$39.77,$39.88,51,4.84%,35%,15%,1099,A+,A-,A,A-,A-,A+,A+
RSP,Guggenheim S&P 500® Equal Weight ETF,83.30,10063361.6,853072,9.90%,No,No,1.62%,-0.30%,14.39%,32.01%,116.75%,Large Cap Blend Equities,2003-04-24,0.40%,Charles Schwab,$1.23,2016-09-16,$0.30,1.46%,19.24,1.12,506,2.64%,$81.37,$84.75,$83.14,$83.57,52,14.13%,35%,15%,1099,A,B-,B-,B-,B+,A-,B+
DLN,WisdomTree LargeCap Dividend Fund,77.14,1959232,177222,10.36%,No,No,1.30%,0.04%,17.98%,33.58%,102.98%,Large Cap Value Equities,2006-06-16,0.28%,E*TRADE,$2.05,2016-08-22,$0.18,2.65%,18.25,1.00,292,26.04%,$75.61,$78.24,$77.03,$77.30,52,11.18%,35%,15%,1099,A-,B+,A-,A,A-,B+,A
DTD,WisdomTree Total Dividend Fund,78.28,534344,24097,11.22%,No,No,1.44%,0.14%,18.32%,34.74%,106.47%,Large Cap Value Equities,2006-06-16,0.28%,E*TRADE,$2.11,2016-08-22,$0.18,2.68%,18.75,1.04,904,21.81%,$76.67,$79.42,$78.17,$78.49,52,11.46%,35%,15%,1099,B,A-,A-,A-,A-,A,A
RGI,Guggenheim S&P 500 Equal Weight Industrials ETF,91.57,119795,16902,11.62%,No,No,1.59%,-1.50%,17.20%,29.59%,122.64%,Industrials Equities,2006-11-01,0.40%,Charles Schwab,$1.36,2016-09-16,$0.30,1.47%,17.12,1.23,69,15.96%,$89.49,$94.58,$91.45,$91.81,49,15.73%,35%,15%,1099,B,A-,B+,A+,B,B+,A-
EZY,WisdomTree LargeCap Value Fund,63.81,201694.5,5905,0.68%,No,No,1.08%,0.11%,3.27%,24.63%,93.45%,Large Cap Value Equities,2007-02-23,0.38%,E*TRADE,$0.84,2016-06-20,$0.19,1.32%,14.24,0.95,284,27.11%,$62.53,$64.65,$63.69,$63.98,51,12.15%,35%,15%,1099,C,B,A,C+,C+,B+,B-
RCD,Guggenheim S&P 500® Equal Weight Consumer Discretionary ETF,86.95,78336,6351,3.68%,No,No,1.12%,-1.88%,3.22%,21.70%,123.27%,Consumer Discretionary Equities,2006-11-01,0.40%,Charles Schwab,$1.19,2016-09-16,$0.22,1.37%,18.26,-1.26,88,14.30%,$84.90,$89.58,$86.83,$87.14,48,16.51%,35%,15%,1099,B-,A-,A-,A-,B+,B,B+
DTN,WisdomTree Dividend ex-Financials Fund,78.69,963922,23834,14.33%,No,No,1.60%,0.51%,20.31%,34.23%,100.99%,Large Cap Value Equities,2006-06-16,0.38%,E*TRADE,$2.60,2016-08-22,$0.23,3.29%,17.52,1.17,85,20.74%,$76.88,$79.67,$78.53,$78.92,53,12.76%,35%,15%,1099,B+,B,B-,A-,A,C+,B+
IYJ,iShares U.S. Industrials ETF,113.60,880495,88851,11.16%,No,No,1.94%,-1.10%,19.25%,29.31%,123.86%,Industrials Equities,2000-06-12,0.43%,Not Available,$1.59,2016-06-21,$0.36,1.39%,22.75,1.13,215,36.70%,$110.67,$116.49,$113.43,$113.93,51,14.24%,35%,15%,1099,A,B+,B+,A-,C+,A,A-
DHS,WisdomTree High Dividend Fund,66.66,1307503.8,75451,15.23%,No,No,1.74%,0.30%,24.09%,39.24%,108.24%,Large Cap Value Equities,2006-06-16,0.38%,E*TRADE,$2.13,2016-08-22,$0.19,3.18%,20.35,-1.14,426,35.94%,$65.01,$67.77,$66.58,$66.81,51,11.11%,35%,15%,1099,B+,B,B,A-,A,B+,A-
UGE,Ultra Consumer Goods ETF,39.14,13779.5,4392,11.94%,No,2x,3.16%,-3.85%,27.71%,67.84%,269.60%,Leveraged Equities,2007-01-30,0.95%,Not Available,$0.77,2016-09-21,$0.05,1.96%,19.13,-2.27,126,161.71%,$37.10,$41.38,n/a,n/a,49,25.78%,35%,15%,1099,C+,B,B+,A-,n/a,n/a,A-
UCC,Ultra Consumer Services ETF,109.25,21760,2230,2.53%,No,2x,3.55%,0.07%,9.66%,71.17%,410.90%,Leveraged Equities,2007-01-30,0.95%,Not Available,$0.18,2016-06-22,$0.04,0.17%,20.26,-1.61,201,126.84%,$104.65,$111.53,$109.25,$109.25,52,23.06%,35%,15%,1099,C+,C+,B,A-,n/a,n/a,B
QLD,Ultra QQQ ETF,86.07,880922.1,1044198,10.03%,No,2x,1.70%,2.91%,27.01%,115.28%,356.19%,Leveraged Equities,2006-06-19,0.95%,Not Available,$0.17,2016-06-22,$0.04,0.20%,21.72,2.14,120,120.59%,$80.91,$86.85,$85.63,$86.74,59,27.65%,35%,15%,1099,A,B,B+,A-,n/a,n/a,A
DDM,Ultra Dow30 ETF,70.96,208655,191685,11.52%,No,2x,1.52%,-1.32%,29.21%,46.65%,217.72%,Leveraged Equities,2006-06-19,0.95%,Not Available,$0.88,2016-09-21,$0.23,1.23%,18.26,-1.85,40,125.37%,$69.01,$73.71,$70.63,$71.55,49,23.12%,35%,15%,1099,A-,C+,B,A,n/a,n/a,A
SSO,Ultra S&P500 ETF,70.77,1506969.4,2947574,12.83%,No,2x,2.40%,-0.48%,26.27%,64.65%,283.25%,Leveraged Equities,2006-06-19,0.89%,Not Available,$0.49,2016-09-21,$0.06,0.68%,19.21,1.98,518,126.68%,$68.05,$72.93,$70.54,$71.17,52,24.20%,35%,15%,1099,A,A-,B,A-,n/a,n/a,A
UXI,Ultra Industrials ETF,42.87,17344,2272,20.68%,No,2x,4.61%,-1.65%,34.41%,51.82%,321.63%,Leveraged Equities,2007-01-30,0.95%,Not Available,$0.49,2016-06-22,$0.08,1.13%,20.19,2.06,225,141.45%,$40.43,$44.90,$42.83,$42.89,52,27.55%,35%,15%,1099,C+,C+,B,A,n/a,n/a,B+
RWV,Oppenheimer Navellier Overall A-100 Revenue ETF,47.61,7263,538,2.34%,No,No,1.02%,-2.28%,-2.01%,24.21%,79.87%,All Cap Equities,2009-01-23,0.60%,Not Available,$0.40,2016-07-05,$0.20,0.83%,23.37,1.31,101,45.77%,$47.01,$49.96,$47.61,$47.61,44,13.45%,35%,15%,1099,C,B,B,B-,C+,B-,B-
IVW,iShares S&P 500 Growth ETF,122.14,14054040,628052,6.32%,No,No,1.23%,0.25%,13.29%,40.61%,113.66%,Large Cap Growth Equities,2000-05-22,0.18%,Fidelity,$1.88,2016-06-21,$0.49,1.53%,24.27,0.99,320,28.50%,$119.30,$123.35,$121.95,$122.47,54,11.94%,35%,15%,1099,A,A-,A,A-,A,A-,A
ONEQ,FIDELITY NASDAQ COMPOSITE INDEX ETF,208.61,713422,20148,6.90%,No,No,1.14%,1.85%,13.64%,45.11%,128.28%,All Cap Equities,2003-09-25,0.30%,Fidelity,$2.33,2016-09-16,$0.62,1.11%,20.66,1.07,1992,35.35%,$202.35,$209.36,$208.13,$209.48,59,14.03%,35%,15%,1099,B+,B+,A-,B-,B-,A,A-
MGK,Vanguard Mega Cap Growth ETF,87.47,2294935.2,84526,6.50%,No,No,1.24%,0.56%,12.41%,38.09%,113.73%,Large Cap Growth Equities,2007-12-17,0.11%,2 Platforms,$1.28,2016-09-20,$0.34,1.45%,27.00,1.02,146,31.18%,$85.44,$88.17,$87.33,$87.75,54,12.14%,35%,15%,1099,A-,A,B,B+,A,B+,A-
IWF,iShares Russell 1000 Growth ETF,104.63,30640710.4,1882294,5.98%,No,No,1.31%,0.18%,11.85%,37.68%,111.54%,Large Cap Growth Equities,2000-05-22,0.20%,TD Ameritrade,$1.45,2016-07-06,$0.40,1.38%,24.41,0.97,606,24.97%,$102.17,$105.69,$104.46,$104.92,54,11.91%,35%,15%,1099,A,A-,A-,A,A-,A,A+
VUG,Vanguard Growth ETF,112.33,21973382.4,538211,6.58%,No,No,1.39%,0.42%,11.68%,36.59%,112.06%,Large Cap Growth Equities,2004-01-26,0.09%,2 Platforms,$1.78,2016-09-13,$0.38,1.58%,28.00,1.04,335,25.58%,$109.60,$113.33,$112.14,$112.62,54,12.38%,35%,15%,1099,A,A,B,B+,A-,A,A-
JKE,iShares Morningstar Large-Cap Growth ETF,122.29,773514,20000,2.17%,No,No,1.44%,0.23%,7.70%,39.10%,110.36%,Large Cap Growth Equities,2004-06-28,0.25%,Not Available,$1.20,2016-06-21,$0.26,0.98%,30.43,-0.91,101,36.26%,$119.40,$123.48,$122.17,$122.47,53,11.81%,35%,15%,1099,B,B+,B-,B,B,B-,B+
RPG,Guggenheim S&P 500 Pure Growth ETF,84.12,1830308,107818,4.56%,No,No,1.43%,-0.50%,7.30%,34.44%,112.81%,Large Cap Growth Equities,2006-03-01,0.35%,Charles Schwab,$0.46,2016-09-16,$0.01,0.54%,25.36,-1.11,124,17.18%,$82.07,$85.60,$84.01,$84.34,52,13.73%,35%,15%,1099,A-,B,C+,B,B-,B,B+
PWB,PowerShares Dynamic Large Cap Growth Portfolio ETF,31.79,437715,47500,2.11%,No,No,1.63%,-0.05%,7.33%,37.78%,123.75%,Large Cap Growth Equities,2005-03-03,0.58%,Not Available,$0.22,2016-09-16,$0.08,0.70%,24.30,-1.02,62,33.45%,$30.96,$32.22,$31.76,$31.84,52,11.22%,35%,15%,1099,B+,B-,A,B+,B-,C+,B+
FPX,First Trust US IPO Index Fund,54.42,580425,46878,7.07%,No,No,1.59%,1.66%,8.97%,33.73%,162.15%,All Cap Equities,2006-04-12,0.60%,Not Available,$0.41,2016-09-21,$0.07,0.75%,27.07,1.05,101,49.83%,$52.80,$54.60,$54.32,$54.56,59,14.61%,35%,15%,1099,A-,B,B-,C+,C+,B-,B
FTC,First Trust Large Cap Value AlphaDEX Fund,50.58,614680,60295,5.46%,No,No,1.99%,-0.26%,9.28%,37.31%,104.95%,Large Cap Growth Equities,2007-05-08,0.65%,Not Available,$0.37,2016-09-21,$0.07,0.73%,27.33,-1.10,188,10.24%,$49.12,$51.64,$50.50,$50.70,51,11.79%,35%,15%,1099,A-,C+,B+,A,C+,B+,B+
FVD,First Trust Value Line Dividend Index Fund,27.16,2523113.4,586862,15.46%,No,No,1.85%,0.35%,22.73%,44.03%,116.71%,Large Cap Value Equities,2003-08-19,0.70%,Not Available,$0.56,2016-09-21,$0.13,2.06%,20.91,1.04,197,5.32%,$26.45,$27.53,$27.11,$27.24,53,10.86%,35%,15%,1099,A-,C+,A-,B+,B+,B,A-
PWV,PowerShares Dynamic Large Cap Value Portfolio ETF,31.30,987844.5,89385,9.42%,No,No,1.29%,-0.08%,14.56%,26.69%,107.09%,Large Cap Value Equities,2005-03-03,0.57%,Not Available,$0.73,2016-09-16,$0.18,2.32%,13.24,0.94,65,33.51%,$30.76,$31.70,$31.26,$31.36,51,11.49%,35%,15%,1099,B+,B-,B-,B-,B,C,B-
SDY,SPDR S&P Dividend ETF,84.27,14506235.2,834963,16.60%,No,No,1.97%,-0.82%,20.12%,35.40%,109.99%,Large Cap Value Equities,2005-11-08,0.35%,Not Available,$2.02,2016-09-16,$0.49,2.38%,20.57,-1.10,108,17.14%,$81.97,$86.57,$84.13,$84.54,50,11.64%,35%,15%,1099,A,B+,C+,A-,B-,C+,B+
